ward code,ward name,local authority code,local authority name,All usual residents,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated
E05009334,Stepney Green,E09000030,Tower Hamlets,12458,2277,70,70,71,7002,25,47,2066,830
E05009335,Weavers,E09000030,Tower Hamlets,13270,2747,107,101,102,4988,39,67,4283,836
E05009336,Whitechapel,E09000030,Tower Hamlets,18983,3417,183,491,65,8241,73,99,4983,1431
E05013882,Cann Hall,E09000031,Waltham Forest,16077,7072,95,268,42,3666,104,195,3556,1079
E05013883,Cathall,E09000031,Waltham Forest,10547,4447,65,157,33,2442,49,88,2538,728
E05013884,Chapel End,E09000031,Waltham Forest,14062,5503,62,378,62,2734,26,116,4232,949
E05013885,Chingford Green,E09000031,Waltham Forest,11569,5969,39,125,115,980,45,127,3361,808
E05013886,Endlebury,E09000031,Waltham Forest,8945,4447,45,172,83,1096,42,140,2281,639
E05013887,Forest,E09000031,Waltham Forest,16541,5363,117,237,33,5940,98,124,3587,1042
E05013888,Grove Green,E09000031,Waltham Forest,14806,5560,99,234,42,3133,122,47,4412,1157
E05013889,Hale End & Highams Park South,E09000031,Waltham Forest,9435,3917,50,150,65,1405,52,74,3076,646
E05013890,Hatch Lane & Highams Park North,E09000031,Waltham Forest,13204,6134,64,188,132,1264,45,171,4272,934
E05013891,High Street,E09000031,Waltham Forest,10767,3505,93,216,40,2631,27,100,3391,764
E05013892,Higham Hill,E09000031,Waltham Forest,14126,5506,90,361,44,3301,49,153,3659,963
E05013893,Hoe Street,E09000031,Waltham Forest,14251,5026,98,182,41,3131,34,98,4834,807
E05013894,Larkswood,E09000031,Waltham Forest,13411,6146,93,275,71,2263,60,292,3303,908
E05013895,Lea Bridge,E09000031,Waltham Forest,15110,5371,137,235,45,4525,61,129,3573,1034
E05013896,Leyton,E09000031,Waltham Forest,13781,5152,90,221,43,3903,88,127,3266,891
E05013897,Leytonstone,E09000031,Waltham Forest,12349,4278,137,168,68,2587,115,83,4035,878
E05013898,Markhouse,E09000031,Waltham Forest,10116,3069,60,171,37,3627,33,65,2307,747
E05013899,St James,E09000031,Waltham Forest,12509,3943,79,185,62,2188,43,130,4550,1329
E05013900,Upper Walthamstow,E09000031,Waltham Forest,8405,3462,39,157,56,1675,36,62,2355,563
E05013902,William Morris,E09000031,Waltham Forest,14643,4708,94,664,57,3035,72,102,4974,937
E05013903,Wood Street,E09000031,Waltham Forest,9489,3280,67,125,53,1894,29,92,3201,748
E05014009,Balham,E09000032,Wandsworth,17475,7118,75,430,219,923,32,84,7470,1124
E05014010,Battersea Park,E09000032,Wandsworth,18950,8997,139,190,114,2118,30,140,5641,1581
E05014011,East Putney,E09000032,Wandsworth,17165,7107,146,299,108,1438,65,95,6646,1261
E05014012,Falconbrook,E09000032,Wandsworth,12042,5229,92,136,25,1925,47,107,3618,863
E05014013,Furzedown,E09000032,Wandsworth,17744,7195,81,561,55,2565,77,104,5892,1214
E05014014,Lavender,E09000032,Wandsworth,12565,5382,74,138,67,407,19,56,5562,860
E05014015,Nine Elms,E09000032,Wandsworth,5464,1816,59,102,24,712,23,44,2266,418
E05014016,Northcote,E09000032,Wandsworth,13341,6369,58,158,85,427,36,52,5254,902
E05014017,Roehampton,E09000032,Wandsworth,19135,8186,189,211,112,3587,70,120,5287,1373
E05014018,St Mary's,E09000032,Wandsworth,14290,6209,71,231,71,1067,47,105,5425,1064
E05014019,Shaftesbury & Queenstown,E09000032,Wandsworth,15771,6887,123,109,44,1713,27,74,5645,1149
E05014020,South Balham,E09000032,Wandsworth,10113,4147,39,163,61,627,27,42,4381,626
E05014021,Southfields,E09000032,Wandsworth,12542,5701,75,240,87,716,32,72,4771,848
E05014022,Thamesfield,E09000032,Wandsworth,16333,7469,127,181,132,672,42,84,6395,1231
E05014023,Tooting Bec,E09000032,Wandsworth,16992,5853,71,1066,33,2434,104,89,6136,1206
E05014024,Tooting Broadway,E09000032,Wandsworth,17321,6133,119,865,35,2692,69,107,6095,1206
E05014025,Trinity,E09000032,Wandsworth,10901,4546,88,204,64,504,41,68,4637,749
E05014026,Wandle,E09000032,Wandsworth,10888,4866,45,172,21,1100,18,36,3937,693
E05014027,Wandsworth Common,E09000032,Wandsworth,16609,7626,136,237,80,1143,58,90,6148,1091
E05014028,Wandsworth Town,E09000032,Wandsworth,18090,7872,132,180,58,1362,33,96,7125,1232
E05014029,West Hill,E09000032,Wandsworth,16841,6985,224,304,83,2840,21,118,4850,1416
E05014030,West Putney,E09000032,Wandsworth,16937,7976,107,239,182,1521,60,90,5364,1398
E05013792,Abbey Road,E09000033,Westminster,12973,4220,191,535,1291,1858,37,120,3357,1364
E05013793,Bayswater,E09000033,Westminster,12141,4968,127,177,281,1256,23,71,3976,1262
E05013794,Church Street,E09000033,Westminster,11668,3105,96,97,53,5673,12,57,1741,834
E05013795,Harrow Road,E09000033,Westminster,11171,4527,104,111,107,2743,9,78,2602,890
E05013796,Hyde Park,E09000033,Westminster,10111,3052,279,315,257,2583,44,97,2411,1073
E05013797,Knightsbridge & Belgravia,E09000033,Westminster,11192,5026,141,244,295,1549,50,107,2691,1089
E05013798,Lancaster Gate,E09000033,Westminster,11260,4107,169,204,190,1580,30,114,3651,1215
E05013799,Little Venice,E09000033,Westminster,10363,3641,115,188,443,2191,20,58,2581,1126
E05013800,Maida Vale,E09000033,Westminster,11688,4189,106,192,318,2462,30,120,3115,1156
E05013801,Marylebone,E09000033,Westminster,12431,4618,174,371,597,1563,47,151,3590,1320
E05013802,Pimlico North,E09000033,Westminster,10275,4523,112,164,148,1280,34,84,2987,943
E05013803,Pimlico South,E09000033,Westminster,10574,4648,116,112,80,2083,16,77,2607,835
E05013804,Queen's Park,E09000033,Westminster,12751,4882,109,69,90,3855,7,72,2683,984
E05013805,Regent's Park,E09000033,Westminster,11821,3856,171,775,816,1636,57,192,3218,1100
E05013806,St James's,E09000033,Westminster,10086,3934,223,199,152,998,30,83,3516,951
E05013807,Vincent Square,E09000033,Westminster,10599,4626,134,164,96,1736,19,67,2879,878
E05013808,West End,E09000033,Westminster,11253,4405,134,457,320,1452,86,100,3187,1112
E05013809,Westbourne,E09000033,Westminster,11856,3896,102,100,93,4375,17,83,2153,1037
